title,description,lat,lng,marker-size,marker-color,stroke,stroke-width
安登小学校,呉市安浦町安登西5丁目7-19,34.25581092,132.7223325,large,#FF0000,#FFFFFF,2
（旧）三津口小学校,呉市安浦町三津口2丁目27-2,34.28404104,132.7566004,large,#FF0000,#FFFFFF,2
安浦小学校,呉市安浦町内海北1丁目2-5,34.2857948,132.738348,large,#FF0000,#FFFFFF,2
コミュニティいちざこ,呉市安浦町安登西8丁目4-3,34.253185,132.715883,large,#FF0000,#FFFFFF,2
塩谷自治会館,呉市安浦町安登3084-31,34.24442841,132.7464724,large,#FF0000,#FFFFFF,2
奥条自治会館,呉市安浦町安登西3丁目6-20,34.25696427,132.7208157,large,#FF0000,#FFFFFF,2
岡谷自治会館,呉市安浦町安登西2丁目9-18,34.259865,132.724488,large,#FF0000,#FFFFFF,2
原畑集会所,呉市安浦町原畑348-2,34.2800917,132.7215332,large,#FF0000,#FFFFFF,2
向野原自治会館,呉市安浦町安登西5丁目20-50,34.253377,132.721447,large,#FF0000,#FFFFFF,2
三津口憩の家,呉市安浦町三津口2丁目18-11,34.282575,132.756741,large,#FF0000,#FFFFFF,2
三津口西自治会館,呉市安浦町中央6丁目2-40,34.282888,132.748719,large,#FF0000,#FFFFFF,2
市原集会所,呉市安浦町中畑1385-6,34.29583478,132.696594,large,#FF0000,#FFFFFF,2
女子畑自治会館,呉市安浦町女子畑1788-1,34.30867481,132.7476284,large,#FF0000,#FFFFFF,2
小田野原自治会館,呉市安浦町安登西10丁目1-14,34.255668,132.71645,large,#FF0000,#FFFFFF,2
水尻集会所,呉市安浦町水尻1丁目14-11,34.273263,132.750566,large,#FF0000,#FFFFFF,2
晴海園自治会館,呉市安浦町中央5丁目1-8,34.282732,132.74518,large,#FF0000,#FFFFFF,2
赤向坂自治会館,呉市安浦町赤向坂390-7,34.30681595,132.7295449,large,#FF0000,#FFFFFF,2
跡条自治会館,呉市安浦町安登東5丁目8-12,34.25120899,132.7238566,large,#FF0000,#FFFFFF,2
大谷自治会館,呉市安浦町安登東6丁目5-11,34.246828,132.718547,large,#FF0000,#FFFFFF,2
中央ハイツ自治会館,呉市安浦町中央ﾊｲﾂ13-32,34.251199,132.711573,large,#FF0000,#FFFFFF,2
藤木自治会館,呉市安浦町赤向坂1093,34.30070957,132.7424785,large,#FF0000,#FFFFFF,2
内海南自治会館,呉市安浦町中央3丁目2-9,34.282189,132.740787,large,#FF0000,#FFFFFF,2
内平自治会館,呉市安浦町内平593-1,34.27634387,132.717762,large,#FF0000,#FFFFFF,2
日之浦自治会館,呉市安浦町安登1167-6,34.25664892,132.7514881,large,#FF0000,#FFFFFF,2
老人福祉センター安浦内海会館,呉市安浦町中央北2丁目6-32,34.285317,132.7413461,large,#FF0000,#FFFFFF,2
中畑自治会館,呉市安浦町中畑434-7,34.3034274,132.7052621,large,#FF0000,#FFFFFF,2
中切自治会館,呉市安浦町中切1023-4,34.2705797,132.7259562,large,#FF0000,#FFFFFF,2
内海北自治会館,呉市安浦町内海北4丁目13-13,34.2928887,132.7315274,large,#FF0000,#FFFFFF,2
安浦会館,呉市安浦町内海南4丁目6-21,34.27788,132.736337,large,#FF0000,#FFFFFF,2
子之浦自治会館,呉市安浦町三津口3丁目14-22,34.282806,132.7615597,large,#FF0000,#FFFFFF,2
瑞雲寺,呉市安浦町三津口1丁目21-14,34.2850589,132.7536767,large,#FF0000,#FFFFFF,2
豊浜まちづくりセンター豊島分館,豊浜町大字豊島3959-1,34.1738292,132.7967577,large,#FF0000,#FFFFFF,2
豊浜まちづくりセンター,豊浜町大字豊島3526-15,34.1761052,132.7981699,large,#FF0000,#FFFFFF,2
豊浜中学校,呉市豊浜町大字豊島3438,34.18006859,132.7959967,large,#FF0000,#FFFFFF,2
（旧）豊島小学校,呉市豊浜町大字豊島3690,34.17452997,132.7962327,large,#FF0000,#FFFFFF,2
斎島集会所,呉市豊浜町大字斎島1605-5,34.119081,132.793521,large,#FF0000,#FFFFFF,2
山崎集会所,呉市豊浜町大字豊島3142-1,34.174002,132.795967,large,#FF0000,#FFFFFF,2
大浜集会所,呉市豊浜町大字大浜622,34.16572,132.807655,large,#FF0000,#FFFFFF,2
内浦集会所,呉市豊浜町大字豊島1033-4,34.1744,132.795712,large,#FF0000,#FFFFFF,2
立花集会所(農業構造改善センター),呉市豊浜町大字大浜286,34.16873,132.80829,large,#FF0000,#FFFFFF,2
豊まちづくりセンター,呉市豊町大長5915-3,34.1831325,132.8574762,large,#FF0000,#FFFFFF,2
豊スポーツセンター,呉市豊町沖友1132,34.162677,132.838533,large,#FF0000,#FFFFFF,2
豊小学校,呉市豊町久比2411-1,34.18056563,132.8622794,large,#FF0000,#FFFFFF,2
沖友コミュニティセンター,呉市豊町沖友1005-1,34.162677,132.838533,large,#FF0000,#FFFFFF,2
久比コミュニティセンター,呉市豊町久比2321-4,34.183,132.830106,large,#FF0000,#FFFFFF,2
久比東コミュニティセンター,呉市豊町久比328,34.183137,132.831335,large,#FF0000,#FFFFFF,2
御手洗港町交流館施設,呉市豊町御手洗231-1,34.178287,132.865067,large,#FF0000,#FFFFFF,2
三角集会所,呉市豊町久比3955,34.1129617,132.4908626,large,#FF0000,#FFFFFF,2
